order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,cost_quantity,discount,sales_price,profit
5611,2023-02-17,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,TEC-AC-10002323,40,50,3,5,120,7.5,142.5,22.5
5612,2022-05-11,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10002049,720,840,2,5,1440,84.0,1596.0,156.0
5613,2022-04-30,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10002253,1400,1500,9,4,12600,540.0,12960.0,360.0
5614,2022-09-01,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003994,110,120,2,5,220,12.0,228.0,8.0
5615,2023-06-28,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10002399,20,20,5,2,100,2.0,98.0,-2.0
5616,2022-03-16,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,OFF-AP-10002118,900,1040,5,2,4500,104.0,5096.0,596.0
5617,2022-02-09,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001954,20,30,6,4,120,7.199999999999999,172.8,52.80000000000001
5618,2022-04-10,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10001591,20,20,2,5,40,2.0,38.0,-2.0
5619,2022-06-28,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10004186,400,440,4,4,1600,70.4,1689.6,89.59999999999991
5620,2022-09-05,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,TEC-AC-10001908,430,500,5,3,2150,75.0,2425.0,275.0
5621,2023-12-21,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,OFF-AR-10000817,0,0,1,2,0,0.0,0.0,0.0
5622,2022-12-10,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,FUR-CH-10004218,180,200,2,5,360,20.0,380.0,20.0
5623,2023-03-08,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,FUR-FU-10000755,60,70,11,3,660,23.1,746.9,86.89999999999998
5624,2023-03-08,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10003063,90,100,4,4,360,16.0,384.0,24.0
5625,2022-12-18,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10002637,310,360,2,2,620,14.4,705.6,85.60000000000002
5626,2023-02-25,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10001706,10,10,2,3,20,0.6,19.4,-0.6000000000000014
5627,2023-08-10,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,FUR-TA-10002958,2120,2350,9,2,19080,423.0,20727.0,1647.0
5628,2023-02-14,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,OFF-LA-10004689,10,10,6,4,60,2.4000000000000004,57.6,-2.3999999999999986
5629,2023-09-05,Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,FUR-CH-10001545,260,270,3,3,780,24.299999999999997,785.7,5.7000000000000455
5630,2023-08-01,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10002530,700,820,9,3,6300,221.4,7158.6,858.6000000000004
5631,2022-11-26,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,TEC-AC-10001432,200,230,3,5,600,34.5,655.5,55.5
5632,2022-06-09,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,FUR-TA-10003715,1020,1260,6,3,6120,226.79999999999998,7333.2,1213.1999999999998
5633,2023-10-27,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,OFF-BI-10003291,20,20,2,5,40,2.0,38.0,-2.0
5634,2023-05-09,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004187,10,10,7,4,70,2.8000000000000003,67.2,-2.799999999999997
5635,2023-03-29,First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,OFF-BI-10000666,130,150,5,3,650,22.5,727.5,77.5
5636,2022-09-06,Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,OFF-BI-10002225,70,80,5,5,350,20.0,380.0,30.0
5637,2022-05-08,Standard Class,Home Office,United States,La Mesa,California,91941,West,Technology,Accessories,TEC-AC-10000474,230,280,3,3,690,25.200000000000003,814.8,124.79999999999995
5638,2022-12-25,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,FUR-FU-10004245,60,60,3,5,180,9.0,171.0,-9.0
5639,2023-12-23,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,FUR-CH-10004287,1180,1330,6,5,7080,399.0,7581.0,501.0
5640,2022-05-02,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,FUR-CH-10000595,540,570,3,4,1620,68.4,1641.6,21.59999999999991
5641,2022-11-28,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,OFF-PA-10003063,30,30,9,2,270,5.3999999999999995,264.6,-5.399999999999977
5642,2023-11-02,First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,OFF-AR-10000246,10,10,4,5,40,2.0,38.0,-2.0
5643,2022-05-19,Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10003274,10,10,4,2,40,0.8,39.2,-0.7999999999999972
5644,2023-08-10,Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,OFF-EN-10004147,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
5645,2022-02-17,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002103,20,30,5,5,100,7.5,142.5,42.5
5646,2023-09-29,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,FUR-FU-10004018,60,70,5,5,300,17.5,332.5,32.5
5647,2023-08-25,Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001473,170,190,14,2,2380,53.199999999999996,2606.8,226.80000000000018
5648,2023-05-22,Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,OFF-PA-10001800,20,20,3,5,60,3.0,57.0,-3.0
5649,2023-03-21,Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,OFF-PA-10004609,30,30,5,3,150,4.5,145.5,-4.5
5650,2023-03-25,Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Envelopes,OFF-EN-10002592,50,60,5,5,250,15.0,285.0,35.0
5651,2023-07-29,Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Storage,OFF-ST-10002957,10,10,2,5,20,1.0,19.0,-1.0
5652,2022-01-18,Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,Bookcases,FUR-BO-10002613,1070,1190,5,2,5350,119.0,5831.0,481.0
5653,2023-06-23,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001033,40,40,1,3,40,1.2,38.8,-1.2000000000000028
5654,2023-05-01,Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Art,OFF-AR-10000940,0,0,1,5,0,0.0,0.0,0.0
5655,2023-06-22,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,OFF-BI-10001670,40,50,4,5,160,10.0,190.0,30.0
5656,2023-02-09,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10004078,20,20,4,5,80,4.0,76.0,-4.0
5657,2023-07-31,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Paper,OFF-PA-10003036,10,10,2,4,20,0.8,19.2,-0.8000000000000007
5658,2022-09-07,First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Accessories,TEC-AC-10000991,90,110,3,2,270,6.6000000000000005,323.4,53.39999999999998
5659,2023-04-13,First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,Tables,FUR-TA-10002530,310,380,5,3,1550,57.0,1843.0,293.0
5660,2023-09-28,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Labels,OFF-LA-10000407,20,20,4,4,80,3.2,76.8,-3.200000000000003
5661,2022-02-11,First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10004833,30,30,3,5,90,4.5,85.5,-4.5
5662,2022-05-30,Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10002671,20,20,2,3,40,1.2,38.8,-1.2000000000000028
5663,2022-05-23,Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001370,460,510,9,4,4140,183.6,4406.4,266.39999999999964
5664,2022-12-26,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10000914,20,20,2,4,40,1.6,38.4,-1.6000000000000014
5665,2022-02-25,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,OFF-BI-10001116,10,10,7,4,70,2.8000000000000003,67.2,-2.799999999999997
5666,2023-10-07,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,OFF-ST-10002276,60,70,1,2,60,1.4,68.6,8.599999999999994
5667,2022-10-20,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,OFF-ST-10004340,80,100,2,2,160,4.0,196.0,36.0
5668,2022-06-03,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004093,10,10,2,2,20,0.4,19.6,-0.3999999999999986
5669,2023-11-04,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10004728,50,50,14,3,700,21.0,679.0,-21.0
5670,2022-05-23,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10003095,330,390,3,4,990,46.8,1123.2,133.20000000000005
5671,2023-10-16,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,FUR-FU-10003192,310,360,4,2,1240,28.8,1411.2,171.20000000000005
5672,2022-08-10,Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,TEC-PH-10004522,120,140,3,2,360,8.399999999999999,411.6,51.60000000000002
5673,2022-06-06,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,OFF-EN-10003068,20,20,2,4,40,1.6,38.4,-1.6000000000000014
5674,2023-03-09,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,OFF-PA-10001204,10,10,2,4,20,0.8,19.2,-0.8000000000000007
5675,2022-04-15,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10003953,10,10,2,5,20,1.0,19.0,-1.0
5676,2023-12-15,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,TEC-PH-10001552,50,60,6,5,300,18.0,342.0,42.0
5677,2022-11-05,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10004877,30,30,4,4,120,4.8,115.2,-4.799999999999997
5678,2022-04-27,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10000193,40,40,3,4,120,4.800000000000001,115.2,-4.799999999999997
5679,2023-03-21,Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,OFF-FA-10000735,20,20,7,2,140,2.8000000000000003,137.2,-2.8000000000000114
5680,2023-09-02,Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,OFF-PA-10002120,90,110,2,4,180,8.8,211.2,31.19999999999999
5681,2022-10-21,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,OFF-BI-10001249,10,10,1,3,10,0.3,9.7,-0.3000000000000007
5682,2023-02-10,Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,OFF-PA-10001569,10,10,1,5,10,0.5,9.5,-0.5
5683,2022-04-30,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,OFF-PA-10004248,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
5684,2022-06-09,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,TEC-PH-10001128,1000,1050,7,3,7000,220.5,7129.5,129.5
5685,2022-07-11,Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,OFF-AP-10003842,140,150,5,4,700,30.0,720.0,20.0
5686,2023-02-15,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002794,100,100,3,3,300,9.0,291.0,-9.0
5687,2022-06-22,Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,OFF-FA-10000621,10,10,5,4,50,2.0,48.0,-2.0
5688,2023-06-04,Same Day,Consumer,United States,Apopka,Florida,32712,South,Furniture,Furnishings,FUR-FU-10003623,110,130,6,3,660,23.4,756.6,96.60000000000002
5689,2022-08-17,Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Envelopes,OFF-EN-10000781,50,50,7,3,350,10.5,339.5,-10.5
5690,2023-11-25,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002044,240,280,3,5,720,42.0,798.0,78.0
5691,2022-01-15,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10000817,30,30,9,4,270,10.799999999999999,259.2,-10.800000000000011
5692,2022-10-13,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10001509,40,40,5,3,200,6.0,194.0,-6.0
5693,2022-04-14,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,TEC-PH-10004667,120,130,1,4,120,5.2,124.8,4.799999999999997
5694,2022-01-22,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10000143,30,30,5,4,150,6.0,144.0,-6.0
5695,2022-09-03,Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,FUR-CH-10000785,500,540,3,2,1500,32.400000000000006,1587.6,87.59999999999991
5696,2022-03-13,Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,FUR-TA-10001676,60,70,2,3,120,4.2,135.8,15.800000000000011
5697,2022-08-28,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10000309,30,30,9,4,270,10.799999999999999,259.2,-10.800000000000011
5698,2022-08-22,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10004224,10,10,1,5,10,0.5,9.5,-0.5
5699,2022-03-09,Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,OFF-LA-10002312,10,10,1,3,10,0.3,9.7,-0.3000000000000007
5700,2023-08-04,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10003022,30,40,6,5,180,12.0,228.0,48.0
5701,2023-01-22,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,OFF-EN-10001532,30,40,3,5,90,6.0,114.0,24.0
5702,2023-04-04,First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,TEC-AC-10004855,120,140,5,5,600,35.0,665.0,65.0
5703,2022-01-18,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,OFF-AR-10003829,0,0,1,3,0,0.0,0.0,0.0
5704,2022-08-13,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,FUR-TA-10002645,120,140,1,4,120,5.6,134.4,14.400000000000006
5705,2023-04-27,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10003033,210,260,1,2,210,5.2,254.8,44.80000000000001
5706,2022-10-23,Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,OFF-SU-10002522,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
5707,2022-04-20,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004828,40,40,3,4,120,4.800000000000001,115.2,-4.799999999999997
5708,2022-04-26,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001095,60,80,3,4,180,9.600000000000001,230.4,50.400000000000006
5709,2023-11-28,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10000157,290,360,3,5,870,54.0,1026.0,156.0
5710,2022-03-16,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10002647,110,130,2,2,220,5.2,254.8,34.80000000000001
5711,2023-06-22,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004115,2270,2800,7,4,15890,784.0,18816.0,2926.0
5712,2022-01-02,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10003363,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
5713,2023-01-23,Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10003092,30,40,1,5,30,2.0,38.0,8.0
5714,2022-11-03,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10003655,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
5715,2023-02-23,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,OFF-ST-10001476,150,180,5,2,750,18.0,882.0,132.0
5716,2023-07-29,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,TEC-AC-10002049,560,620,5,5,2800,155.0,2945.0,145.0
5717,2023-06-24,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,TEC-PH-10003875,30,30,3,4,90,3.5999999999999996,86.4,-3.5999999999999943
5718,2023-06-20,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,OFF-EN-10003286,60,60,7,2,420,8.4,411.6,-8.399999999999977
5719,2022-03-10,Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,OFF-AP-10003971,20,30,3,2,60,1.7999999999999998,88.2,28.200000000000003
5720,2022-07-10,Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,OFF-ST-10001031,70,80,5,5,350,20.0,380.0,30.0
5721,2023-07-27,First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,OFF-FA-10000304,10,10,5,2,50,1.0,49.0,-1.0
5722,2023-03-07,First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,TEC-AC-10000358,80,90,3,3,240,8.100000000000001,261.9,21.899999999999977
5723,2023-01-05,First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,TEC-AC-10002800,130,160,4,3,520,19.2,620.8,100.79999999999995
5724,2022-05-24,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10004735,10,10,2,5,20,1.0,19.0,-1.0
5725,2022-01-25,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,OFF-ST-10002574,310,330,3,2,930,19.799999999999997,970.2,40.200000000000045
5726,2023-08-19,First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10004171,830,900,9,5,7470,405.0,7695.0,225.0
5727,2022-07-04,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10002922,770,950,7,5,5390,332.5,6317.5,927.5
5728,2023-12-20,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,TEC-AC-10003023,160,180,3,2,480,10.8,529.2,49.200000000000045
5729,2022-02-12,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,OFF-AP-10003590,920,1090,3,2,2760,65.4,3204.6,444.5999999999999
5730,2022-10-07,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,OFF-LA-10003510,50,60,2,2,100,2.4,117.6,17.599999999999994
5731,2022-08-26,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,FUR-BO-10003159,420,460,4,2,1680,36.8,1803.2,123.20000000000005
5732,2022-02-15,Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,OFF-PA-10002713,30,30,4,4,120,4.8,115.2,-4.799999999999997
5733,2022-11-24,First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,FUR-BO-10002598,590,640,9,2,5310,115.2,5644.8,334.8000000000002
5734,2023-08-01,First Class,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,OFF-SU-10002537,20,30,3,4,60,3.5999999999999996,86.4,26.400000000000006
5735,2023-04-10,First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,FUR-FU-10003976,20,30,2,2,40,1.2,58.8,18.799999999999997
5736,2022-08-21,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10000174,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
5737,2022-12-25,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10002893,20,20,2,3,40,1.2,38.8,-1.2000000000000028
5738,2023-06-24,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10003194,20,20,2,3,40,1.2,38.8,-1.2000000000000028
5739,2022-01-02,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004233,30,40,3,5,90,6.0,114.0,24.0
5740,2022-10-09,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10000232,10,10,2,4,20,0.8,19.2,-0.8000000000000007
5741,2022-10-19,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,FUR-FU-10001095,30,30,1,4,30,1.2,28.8,-1.1999999999999993
5742,2023-06-30,First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,TEC-MA-10004679,490,530,2,4,980,42.4,1017.6,37.60000000000002
5743,2022-08-20,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10003651,30,30,4,4,120,4.8,115.2,-4.799999999999997
5744,2022-04-15,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10000743,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
5745,2023-04-01,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,OFF-ST-10002743,710,800,7,4,4970,224.0,5376.0,406.0
5746,2022-05-29,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,FUR-FU-10003829,20,20,7,4,140,5.6000000000000005,134.4,-5.599999999999994
5747,2023-09-08,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,TEC-PH-10002496,230,250,2,5,460,25.0,475.0,15.0
5748,2022-01-04,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10002473,60,70,3,3,180,6.300000000000001,203.7,23.69999999999999
5749,2022-06-20,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10004877,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
5750,2022-02-03,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,TEC-PH-10000923,60,70,5,4,300,14.0,336.0,36.0
5751,2022-12-17,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,FUR-TA-10001539,320,360,3,3,960,32.400000000000006,1047.6,87.59999999999991
5752,2023-06-22,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10003498,40,40,3,2,120,2.4000000000000004,117.6,-2.4000000000000057
5753,2023-07-22,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10004484,20,20,5,4,100,4.0,96.0,-4.0
5754,2023-03-12,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,FUR-CH-10000015,740,870,4,2,2960,69.6,3410.4,450.4000000000001
5755,2022-04-20,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10003732,10,10,2,3,20,0.6,19.4,-0.6000000000000014
5756,2023-04-23,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,OFF-AP-10004052,0,0,4,4,0,0.0,0.0,0.0
5757,2023-07-09,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,TEC-CO-10002095,1740,2000,5,3,8700,300.0,9700.0,1000.0
5758,2023-06-27,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10004270,40,50,3,2,120,3.0,147.0,27.0
5759,2023-01-13,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,TEC-MA-10000423,30,30,3,4,90,3.5999999999999996,86.4,-3.5999999999999943
5760,2023-05-05,Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001526,450,480,4,3,1800,57.6,1862.4,62.40000000000009
5761,2023-07-22,Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10002194,10,10,1,2,10,0.2,9.8,-0.1999999999999993
5762,2022-04-27,First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,OFF-AP-10000828,480,540,3,2,1440,32.400000000000006,1587.6,147.5999999999999
5763,2023-11-25,First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,FUR-FU-10001473,50,50,4,4,200,8.0,192.0,-8.0
5764,2023-11-26,First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,FUR-CH-10004983,1200,1450,10,4,12000,580.0,13920.0,1920.0
5765,2023-12-16,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003994,300,350,6,4,1800,84.0,2016.0,216.0
5766,2023-04-04,Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,TEC-PH-10004447,310,330,3,4,930,39.599999999999994,950.4,20.399999999999977
5767,2023-07-16,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,OFF-LA-10004545,50,60,6,5,300,18.0,342.0,42.0
5768,2023-10-30,Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,TEC-AC-10003116,80,90,6,3,480,16.200000000000003,523.8,43.799999999999955
5769,2022-09-07,Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,OFF-LA-10001641,0,0,1,2,0,0.0,0.0,0.0
5770,2023-09-13,Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,OFF-PA-10002377,20,20,4,5,80,4.0,76.0,-4.0
5771,2022-04-29,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000010,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
