sub_category,product_id,cost_price,list_price,quantity,discount_percent,cost_quantity,discount,sales_price,profit
Storage,OFF-ST-10003123,90,100,3,3,270,9.0,291.0,21.0
Labels,OFF-LA-10003498,40,40,3,2,120,2.4000000000000004,117.6,-2.4000000000000057
Paper,OFF-PA-10004947,20,20,5,3,100,3.0,97.0,-3.0
Furnishings,FUR-FU-10003799,70,70,4,4,280,11.2,268.8,-11.199999999999989
Phones,TEC-PH-10000673,230,260,4,3,920,31.2,1008.8,88.79999999999995
Envelopes,OFF-EN-10002621,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Binders,OFF-BI-10004528,20,20,9,5,180,9.0,171.0,-9.0
Furnishings,FUR-FU-10001889,30,30,3,4,90,3.5999999999999996,86.4,-3.5999999999999943
Paper,OFF-PA-10000157,60,60,3,4,180,7.199999999999999,172.8,-7.199999999999989
Paper,OFF-PA-10002764,40,50,4,4,160,8.0,192.0,32.0
Paper,OFF-PA-10000143,30,30,5,4,150,6.0,144.0,-6.0
Labels,OFF-LA-10000414,30,40,4,3,120,4.8,155.2,35.19999999999999
Accessories,TEC-AC-10003441,20,20,1,4,20,0.8,19.2,-0.8000000000000007
Binders,OFF-BI-10002353,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Appliances,OFF-AP-10001303,50,60,3,3,150,5.4,174.6,24.599999999999994
Furnishings,FUR-FU-10003026,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Binders,OFF-BI-10000632,80,100,3,2,240,6.0,294.0,54.0
Storage,OFF-ST-10001328,40,50,3,3,120,4.5,145.5,25.5
Supplies,OFF-SU-10004661,20,30,3,5,60,4.5,85.5,25.5
Storage,OFF-ST-10000617,10,10,5,2,50,1.0,49.0,-1.0
Labels,OFF-LA-10002762,70,90,7,4,490,25.2,604.8,114.79999999999995
Chairs,FUR-CH-10001973,180,200,2,2,360,8.0,392.0,32.0
Storage,OFF-ST-10003058,80,90,4,2,320,7.2,352.8,32.80000000000001
Bookcases,FUR-BO-10004834,3810,4230,6,5,22860,1269.0,24111.0,1251.0
Bookcases,FUR-BO-10002213,1720,2000,5,4,8600,400.0,9600.0,1000.0
Phones,TEC-PH-10002170,200,210,3,4,600,25.200000000000003,604.8,4.7999999999999545
Accessories,TEC-AC-10003033,550,660,2,5,1100,66.0,1254.0,154.0
Paper,OFF-PA-10004071,100,110,2,3,200,6.6,213.4,13.400000000000006
Phones,TEC-PH-10000169,60,70,4,2,240,5.6,274.4,34.39999999999998
Tables,FUR-TA-10002958,250,310,2,5,500,31.0,589.0,89.0
Art,OFF-AR-10001177,20,20,7,4,140,5.6000000000000005,134.4,-5.599999999999994
Accessories,TEC-AC-10004975,1010,1100,10,4,10100,440.0,10560.0,460.0
Tables,FUR-TA-10001086,1100,1220,8,5,8800,488.0,9272.0,472.0
Labels,OFF-LA-10000240,10,10,1,2,10,0.2,9.8,-0.1999999999999993
Furnishings,FUR-FU-10002107,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Bookcases,FUR-BO-10001519,90,90,3,4,270,10.8,259.2,-10.800000000000011
Paper,OFF-PA-10004100,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Phones,TEC-PH-10001363,630,680,2,2,1260,27.2,1332.8,72.79999999999995
Storage,OFF-ST-10004835,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Accessories,TEC-AC-10002018,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Accessories,TEC-AC-10003033,490,530,2,2,980,21.2,1038.8,58.799999999999955
Furnishings,FUR-FU-10000221,30,30,5,4,150,6.0,144.0,-6.0
Phones,TEC-PH-10001198,160,180,3,3,480,16.200000000000003,523.8,43.799999999999955
Phones,TEC-PH-10002564,60,70,3,3,180,6.300000000000001,203.7,23.69999999999999
Phones,TEC-PH-10003811,90,100,1,2,90,2.0,98.0,8.0
Labels,OFF-LA-10004178,10,10,4,2,40,0.8,39.2,-0.7999999999999972
Accessories,TEC-AC-10001465,370,440,12,2,4440,105.60000000000001,5174.4,734.3999999999996
Art,OFF-AR-10000940,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Phones,TEC-PH-10001700,190,210,4,4,760,33.6,806.4,46.39999999999998
Furnishings,FUR-FU-10000771,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Accessories,TEC-AC-10002399,80,100,5,5,400,25.0,475.0,75.0
Paper,OFF-PA-10004983,20,30,4,3,80,3.6,116.4,36.400000000000006
Storage,OFF-ST-10004258,50,50,4,3,200,6.0,194.0,-6.0
Binders,OFF-BI-10004040,30,30,5,3,150,4.5,145.5,-4.5
Envelopes,OFF-EN-10003862,30,40,4,3,120,4.8,155.2,35.19999999999999
Accessories,TEC-AC-10004571,280,300,3,3,840,27.0,873.0,33.0
Appliances,OFF-AP-10000891,240,260,2,4,480,20.8,499.2,19.19999999999999
Binders,OFF-BI-10002026,210,230,6,2,1260,27.599999999999998,1352.4,92.40000000000009
Paper,OFF-PA-10001826,20,20,4,4,80,3.2,76.8,-3.200000000000003
Art,OFF-AR-10001231,10,10,5,5,50,2.5,47.5,-2.5
Furnishings,FUR-FU-10000409,20,20,2,5,40,2.0,38.0,-2.0
Bookcases,FUR-BO-10002545,430,520,4,2,1720,41.6,2038.4,318.4000000000001
Storage,OFF-ST-10002756,550,680,5,3,2750,102.0,3298.0,548.0
Appliances,OFF-AP-10003842,130,150,5,4,650,30.0,720.0,70.0
Envelopes,OFF-EN-10004459,30,30,4,3,120,3.6,116.4,-3.5999999999999943
Chairs,FUR-CH-10003746,720,770,3,3,2160,69.30000000000001,2240.7,80.69999999999982
Furnishings,FUR-FU-10003142,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Phones,TEC-PH-10001425,480,580,9,3,4320,156.6,5063.4,743.3999999999996
Appliances,OFF-AP-10001626,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Paper,OFF-PA-10003625,100,120,4,2,400,9.6,470.4,70.39999999999998
Supplies,OFF-SU-10004768,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Storage,OFF-ST-10000777,210,230,6,2,1260,27.599999999999998,1352.4,92.40000000000009
Phones,TEC-PH-10003171,100,110,3,5,300,16.5,313.5,13.5
Paper,OFF-PA-10001033,70,80,2,5,140,8.0,152.0,12.0
Paper,OFF-PA-10000418,90,100,1,4,90,4.0,96.0,6.0
Binders,OFF-BI-10001982,10,10,2,5,20,1.0,19.0,-1.0
Paper,OFF-PA-10002230,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Furnishings,FUR-FU-10003577,40,40,3,4,120,4.800000000000001,115.2,-4.799999999999997
Bookcases,FUR-BO-10001811,210,240,1,5,210,12.0,228.0,18.0
Appliances,OFF-AP-10003779,360,410,2,4,720,32.8,787.2,67.20000000000005
Storage,OFF-ST-10000676,310,390,5,3,1550,58.5,1891.5,341.5
Storage,OFF-ST-10001496,330,360,2,3,660,21.6,698.4,38.39999999999998
Paper,OFF-PA-10003673,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Phones,TEC-PH-10004614,490,550,10,4,4900,220.0,5280.0,380.0
Tables,FUR-TA-10001039,340,430,5,4,1700,86.0,2064.0,364.0
Binders,OFF-BI-10000474,20,30,2,3,40,1.8,58.2,18.200000000000003
Chairs,FUR-CH-10004698,140,160,2,5,280,16.0,304.0,24.0
Storage,OFF-ST-10003327,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Paper,OFF-PA-10000232,10,10,2,5,20,1.0,19.0,-1.0
Paper,OFF-PA-10003657,20,20,6,4,120,4.800000000000001,115.2,-4.799999999999997
Furnishings,FUR-FU-10001185,160,190,6,5,960,57.0,1083.0,123.0
Binders,OFF-BI-10003007,70,80,2,3,140,4.8,155.2,15.199999999999989
Storage,OFF-ST-10002485,80,90,4,2,320,7.2,352.8,32.80000000000001
Paper,OFF-PA-10001033,210,250,6,2,1260,30.0,1470.0,210.0
Binders,OFF-BI-10000404,10,10,1,2,10,0.2,9.8,-0.1999999999999993
Bookcases,FUR-BO-10003546,460,500,5,5,2300,125.0,2375.0,75.0
Binders,OFF-BI-10004390,1980,2360,7,5,13860,826.0,15694.0,1834.0
Phones,TEC-PH-10001700,310,370,7,3,2170,77.7,2512.3,342.3000000000002
Chairs,FUR-CH-10003396,170,180,3,2,510,10.8,529.2,19.200000000000045
Storage,OFF-ST-10001558,50,60,5,4,250,12.0,288.0,38.0
Supplies,OFF-SU-10004782,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Chairs,FUR-CH-10003298,400,460,5,4,2000,92.0,2208.0,208.0
Appliances,OFF-AP-10000576,350,390,4,5,1400,78.0,1482.0,82.0
Tables,FUR-TA-10003008,260,330,3,4,780,39.599999999999994,950.4,170.39999999999998
Chairs,FUR-CH-10001708,280,340,3,3,840,30.599999999999998,989.4,149.39999999999998
Paper,OFF-PA-10000019,20,30,4,5,80,6.0,114.0,34.0
Paper,OFF-PA-10002222,90,90,4,2,360,7.2,352.8,-7.199999999999989
Furnishings,FUR-FU-10002553,90,90,3,2,270,5.4,264.6,-5.399999999999977
Binders,OFF-BI-10002103,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Binders,OFF-BI-10002794,10,10,1,3,10,0.3,9.7,-0.3000000000000007
Furnishings,FUR-FU-10002597,20,20,4,5,80,4.0,76.0,-4.0
Chairs,FUR-CH-10003535,100,110,2,3,200,6.6,213.4,13.400000000000006
Phones,TEC-PH-10001527,110,130,3,5,330,19.5,370.5,40.5
Furnishings,FUR-FU-10004006,110,130,3,2,330,7.800000000000001,382.2,52.19999999999999
Paper,OFF-PA-10000595,60,70,3,5,180,10.5,199.5,19.5
Storage,OFF-ST-10000798,60,70,3,3,180,6.300000000000001,203.7,23.69999999999999
Machines,TEC-MA-10004002,2240,2550,6,2,13440,306.0,14994.0,1554.0
Envelopes,OFF-EN-10003296,230,270,3,4,690,32.400000000000006,777.6,87.60000000000002
Phones,TEC-PH-10004345,260,290,3,3,780,26.099999999999998,843.9,63.89999999999998
Paper,OFF-PA-10004405,10,10,5,5,50,2.5,47.5,-2.5
Phones,TEC-PH-10002885,3790,4160,8,3,30320,998.4,32281.6,1961.5999999999985
Furnishings,FUR-FU-10000747,80,90,2,4,160,7.2,172.8,12.800000000000011
Furnishings,FUR-FU-10001918,30,30,7,4,210,8.4,201.6,-8.400000000000006
Paper,OFF-PA-10003309,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Paper,OFF-PA-10001977,50,60,1,3,50,1.8,58.2,8.200000000000003
Appliances,OFF-AP-10002892,80,90,5,2,400,9.0,441.0,41.0
Appliances,OFF-AP-10002222,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Accessories,TEC-AC-10000158,60,70,2,5,120,7.0,133.0,13.0
Envelopes,OFF-EN-10002600,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Accessories,TEC-AC-10004855,60,70,2,3,120,4.2,135.8,15.800000000000011
Appliances,OFF-AP-10000938,590,650,8,4,4720,208.0,4992.0,272.0
Paper,OFF-PA-10002195,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Fasteners,OFF-FA-10002701,10,10,5,2,50,1.0,49.0,-1.0
Phones,TEC-PH-10003589,60,70,5,2,300,7.0,343.0,43.0
Art,OFF-AR-10003752,20,20,2,5,40,2.0,38.0,-2.0
Art,OFF-AR-10003829,10,10,3,5,30,1.5,28.5,-1.5
Chairs,FUR-CH-10000155,200,240,1,2,200,4.8,235.2,35.19999999999999
Furnishings,FUR-FU-10003142,20,20,4,5,80,4.0,76.0,-4.0
Supplies,OFF-SU-10001218,40,50,5,5,200,12.5,237.5,37.5
Furnishings,FUR-FU-10002963,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Appliances,OFF-AP-10002578,20,20,2,5,40,2.0,38.0,-2.0
Binders,OFF-BI-10003925,270,310,4,2,1080,24.8,1215.2,135.20000000000005
Furnishings,FUR-FU-10003347,30,40,3,5,90,6.0,114.0,24.0
Binders,OFF-BI-10000315,100,110,6,4,600,26.400000000000002,633.6,33.60000000000002
Storage,OFF-ST-10002583,120,130,4,2,480,10.4,509.6,29.600000000000023
Art,OFF-AR-10003469,10,10,3,5,30,1.5,28.5,-1.5
Phones,TEC-PH-10001817,730,860,3,2,2190,51.599999999999994,2528.4,338.4000000000001
Machines,TEC-MA-10001031,460,510,3,2,1380,30.599999999999998,1499.4,119.40000000000009
Furnishings,FUR-FU-10002088,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Chairs,FUR-CH-10001482,250,310,3,5,750,46.5,883.5,133.5
Paper,OFF-PA-10001526,30,30,7,3,210,6.3,203.7,-6.300000000000011
Furnishings,FUR-FU-10002937,200,240,3,4,600,28.799999999999997,691.2,91.20000000000005
Tables,FUR-TA-10001771,580,690,3,4,1740,82.80000000000001,1987.2,247.20000000000005
Binders,OFF-BI-10003305,20,20,9,3,180,5.3999999999999995,174.6,-5.400000000000006
Binders,OFF-BI-10001359,1160,1350,5,2,5800,135.0,6615.0,815.0
Paper,OFF-PA-10000483,150,170,7,5,1050,59.5,1130.5,80.5
Art,OFF-AR-10000658,60,60,5,2,300,6.0,294.0,-6.0
Appliances,OFF-AP-10001205,260,270,5,2,1300,27.0,1323.0,23.0
Paper,OFF-PA-10002586,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Furnishings,FUR-FU-10004963,30,30,4,2,120,2.4,117.6,-2.4000000000000057
Binders,OFF-BI-10002071,10,10,7,4,70,2.8000000000000003,67.2,-2.799999999999997
Binders,OFF-BI-10001617,0,0,1,5,0,0.0,0.0,0.0
Paper,OFF-PA-10004665,70,80,8,2,560,12.8,627.2,67.20000000000005
Envelopes,OFF-EN-10001990,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10000587,40,40,5,4,200,8.0,192.0,-8.0
Accessories,TEC-AC-10004859,30,30,2,3,60,1.8,58.2,-1.7999999999999972
Storage,OFF-ST-10001476,120,140,4,4,480,22.4,537.6,57.60000000000002
Art,OFF-AR-10002804,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Copiers,TEC-CO-10004202,1040,1200,5,5,5200,300.0,5700.0,500.0
Paper,OFF-PA-10001307,10,10,3,5,30,1.5,28.5,-1.5
Paper,OFF-PA-10001667,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Labels,OFF-LA-10001569,20,20,6,4,120,4.800000000000001,115.2,-4.799999999999997
Supplies,OFF-SU-10000898,80,90,8,3,640,21.6,698.4,58.39999999999998
Chairs,FUR-CH-10000225,480,520,8,5,3840,208.0,3952.0,112.0
Furnishings,FUR-FU-10002191,10,10,1,2,10,0.2,9.8,-0.1999999999999993
Machines,TEC-MA-10003176,290,340,1,2,290,6.8,333.2,43.19999999999999
Labels,OFF-LA-10004093,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Storage,OFF-ST-10000025,130,150,2,2,260,6.0,294.0,34.0
Fasteners,OFF-FA-10001561,0,0,2,4,0,0.0,0.0,0.0
Supplies,OFF-SU-10001225,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Binders,OFF-BI-10001718,140,150,3,3,420,13.5,436.5,16.5
Storage,OFF-ST-10002756,230,270,2,2,460,10.8,529.2,69.20000000000005
Accessories,TEC-AC-10001432,400,470,6,4,2400,112.80000000000001,2707.2,307.1999999999998
Accessories,TEC-AC-10003399,60,70,2,5,120,7.0,133.0,13.0
Supplies,OFF-SU-10001574,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Furnishings,FUR-FU-10004864,180,190,3,4,540,22.799999999999997,547.2,7.2000000000000455
Storage,OFF-ST-10001172,130,150,9,3,1170,40.5,1309.5,139.5
Furnishings,FUR-FU-10002396,30,30,5,2,150,3.0,147.0,-3.0
Binders,OFF-BI-10004040,10,10,6,3,60,1.7999999999999998,58.2,-1.7999999999999972
Art,OFF-AR-10003481,20,20,9,3,180,5.3999999999999995,174.6,-5.400000000000006
Accessories,TEC-AC-10000387,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Labels,OFF-LA-10000262,0,0,1,4,0,0.0,0.0,0.0
Binders,OFF-BI-10003196,0,0,6,2,0,0.0,0.0,0.0
Furnishings,FUR-FU-10004351,20,30,3,5,60,4.5,85.5,25.5
Paper,OFF-PA-10001870,10,10,1,2,10,0.2,9.8,-0.1999999999999993
Binders,OFF-BI-10002813,0,0,2,5,0,0.0,0.0,0.0
Chairs,FUR-CH-10003846,220,270,3,4,660,32.400000000000006,777.6,117.60000000000002
Accessories,TEC-AC-10002647,180,210,2,4,360,16.8,403.2,43.19999999999999
Paper,OFF-PA-10000807,30,40,9,4,270,14.4,345.6,75.60000000000002
Accessories,TEC-AC-10001465,60,70,2,5,120,7.0,133.0,13.0
Storage,OFF-ST-10000615,40,50,4,2,160,4.0,196.0,36.0
Paper,OFF-PA-10002713,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Chairs,FUR-CH-10003061,60,80,1,2,60,1.6,78.4,18.400000000000006
Binders,OFF-BI-10000343,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Fasteners,OFF-FA-10000304,0,0,2,3,0,0.0,0.0,0.0
Chairs,FUR-CH-10004086,2570,2890,11,4,28270,1271.6,30518.4,2248.4000000000015
Phones,TEC-PH-10002885,1140,1300,2,3,2280,78.0,2522.0,242.0
Chairs,FUR-CH-10001215,2140,2250,5,3,10700,337.5,10912.5,212.5
Phones,TEC-PH-10000215,90,100,3,3,270,9.0,291.0,21.0
Accessories,TEC-AC-10001998,50,60,3,2,150,3.5999999999999996,176.4,26.400000000000006
Tables,FUR-TA-10002356,250,310,2,2,500,12.4,607.6,107.60000000000002
Art,OFF-AR-10002399,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Appliances,OFF-AP-10001563,20,20,2,2,40,0.8,39.2,-0.7999999999999972
Accessories,TEC-AC-10004510,60,70,5,2,300,7.0,343.0,43.0
Labels,OFF-LA-10001982,10,10,2,5,20,1.0,19.0,-1.0
Binders,OFF-BI-10004141,0,0,3,2,0,0.0,0.0,0.0
Chairs,FUR-CH-10004495,1180,1470,7,4,8260,411.59999999999997,9878.4,1618.3999999999996
Appliances,OFF-AP-10002311,100,110,2,4,200,8.8,211.2,11.199999999999989
Fasteners,OFF-FA-10000585,20,20,6,2,120,2.4000000000000004,117.6,-2.4000000000000057
Chairs,FUR-CH-10000454,1320,1540,9,3,11880,415.8,13444.2,1564.2000000000007
Chairs,FUR-CH-10003746,360,450,2,5,720,45.0,855.0,135.0
Binders,OFF-BI-10003291,40,40,6,4,240,9.600000000000001,230.4,-9.599999999999994
Phones,TEC-PH-10002114,2170,2280,4,5,8680,456.0,8664.0,-16.0
Labels,OFF-LA-10001569,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Phones,TEC-PH-10001425,160,190,3,5,480,28.5,541.5,61.5
Art,OFF-AR-10001915,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Furnishings,FUR-FU-10004864,330,410,8,3,2640,98.4,3181.6,541.5999999999999
Bookcases,FUR-BO-10001972,60,70,2,5,120,7.0,133.0,13.0
Storage,OFF-ST-10000532,50,60,2,2,100,2.4,117.6,17.599999999999994
Paper,OFF-PA-10003883,20,20,4,4,80,3.2,76.8,-3.200000000000003
Accessories,TEC-AC-10003038,40,40,5,4,200,8.0,192.0,-8.0
Paper,OFF-PA-10001593,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Binders,OFF-BI-10002049,0,0,1,3,0,0.0,0.0,0.0
Chairs,FUR-CH-10003817,270,330,6,4,1620,79.19999999999999,1900.8,280.79999999999995
Binders,OFF-BI-10002353,50,50,4,4,200,8.0,192.0,-8.0
Accessories,TEC-AC-10003116,40,50,3,2,120,3.0,147.0,27.0
Fasteners,OFF-FA-10003021,0,0,2,2,0,0.0,0.0,0.0
Chairs,FUR-CH-10004477,660,770,14,2,9240,215.6,10564.4,1324.3999999999996
Paper,OFF-PA-10001033,140,160,5,5,700,40.0,760.0,60.0
Tables,FUR-TA-10004152,140,160,2,3,280,9.6,310.4,30.399999999999977
Art,OFF-AR-10002135,160,190,4,4,640,30.4,729.6,89.60000000000002
Accessories,TEC-AC-10000521,30,30,3,3,90,2.7,87.3,-2.700000000000003
Appliances,OFF-AP-10000026,60,70,6,2,360,8.399999999999999,411.6,51.60000000000002
Paper,OFF-PA-10002986,30,30,6,5,180,9.0,171.0,-9.0
Bookcases,FUR-BO-10001337,180,210,2,3,360,12.6,407.4,47.39999999999998
Storage,OFF-ST-10000532,100,120,3,3,300,10.8,349.2,49.19999999999999
Paper,OFF-PA-10001497,230,270,5,4,1150,54.0,1296.0,146.0
Storage,OFF-ST-10002554,170,200,4,3,680,24.0,776.0,96.0
Phones,TEC-PH-10001336,210,260,2,2,420,10.4,509.6,89.60000000000002
Art,OFF-AR-10002987,110,120,6,5,660,36.0,684.0,24.0
Paper,OFF-PA-10000575,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Art,OFF-AR-10003394,10,10,4,2,40,0.8,39.2,-0.7999999999999972
Art,OFF-AR-10003394,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Binders,OFF-BI-10001191,30,40,2,5,60,4.0,76.0,16.0
Phones,TEC-PH-10003484,190,200,2,3,380,12.0,388.0,8.0
Chairs,FUR-CH-10003968,320,340,6,4,1920,81.6,1958.4,38.40000000000009
Bookcases,FUR-BO-10001608,280,350,5,3,1400,52.5,1697.5,297.5
Bookcases,FUR-BO-10004218,1030,1200,10,3,10300,360.0,11640.0,1340.0
Storage,OFF-ST-10002485,80,90,4,4,320,14.4,345.6,25.600000000000023
Furnishings,FUR-FU-10001876,50,50,2,4,100,4.0,96.0,-4.0
Storage,OFF-ST-10002370,40,50,3,5,120,7.5,142.5,22.5
Storage,OFF-ST-10000142,290,330,1,4,290,13.2,316.8,26.80000000000001
Furnishings,FUR-FU-10004671,30,40,3,2,90,2.4000000000000004,117.6,27.599999999999994
Envelopes,OFF-EN-10002504,60,80,3,4,180,9.600000000000001,230.4,50.400000000000006
Accessories,TEC-AC-10004803,160,170,12,3,1920,61.199999999999996,1978.8,58.799999999999955
Storage,OFF-ST-10001932,650,770,4,4,2600,123.2,2956.8,356.8000000000002
Phones,TEC-PH-10004667,280,320,3,3,840,28.799999999999997,931.2,91.20000000000005
Labels,OFF-LA-10000443,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Storage,OFF-ST-10000918,30,30,3,5,90,4.5,85.5,-4.5
Binders,OFF-BI-10001196,30,30,5,4,150,6.0,144.0,-6.0
Furnishings,FUR-FU-10003981,0,0,3,5,0,0.0,0.0,0.0
Furnishings,FUR-FU-10002508,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Accessories,TEC-AC-10002647,160,170,2,5,320,17.0,323.0,3.0
Paper,OFF-PA-10002377,110,120,3,5,330,18.0,342.0,12.0
Paper,OFF-PA-10004530,20,20,2,2,40,0.8,39.2,-0.7999999999999972
Paper,OFF-PA-10002986,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Binders,OFF-BI-10000948,30,30,3,5,90,4.5,85.5,-4.5
Art,OFF-AR-10001545,0,0,2,5,0,0.0,0.0,0.0
Binders,OFF-BI-10001758,20,30,5,5,100,7.5,142.5,42.5
Accessories,TEC-AC-10003237,20,20,2,5,40,2.0,38.0,-2.0
Storage,OFF-ST-10002011,710,840,2,3,1420,50.4,1629.6,209.5999999999999
Chairs,FUR-CH-10000309,1420,1690,4,3,5680,202.8,6557.2,877.1999999999998
Storage,OFF-ST-10002444,80,90,7,2,560,12.6,617.4,57.39999999999998
Envelopes,OFF-EN-10001453,100,120,2,5,200,12.0,228.0,28.0
Paper,OFF-PA-10001801,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Storage,OFF-ST-10000563,60,60,2,3,120,3.6,116.4,-3.5999999999999943
Phones,TEC-PH-10000369,510,630,5,3,2550,94.5,3055.5,505.5
Phones,TEC-PH-10002538,90,110,3,2,270,6.6000000000000005,323.4,53.39999999999998
Binders,OFF-BI-10000050,10,10,2,5,20,1.0,19.0,-1.0
Storage,OFF-ST-10004186,710,890,8,3,5680,213.6,6906.4,1226.3999999999996
Chairs,FUR-CH-10004218,380,400,5,5,1900,100.0,1900.0,0.0
Art,OFF-AR-10002952,100,110,10,4,1000,44.0,1056.0,56.0
Storage,OFF-ST-10003058,60,70,3,5,180,10.5,199.5,19.5
Binders,OFF-BI-10003963,20,30,6,2,120,3.5999999999999996,176.4,56.400000000000006
Art,OFF-AR-10001955,110,120,6,4,660,28.799999999999997,691.2,31.200000000000045
Phones,TEC-PH-10004345,360,380,4,3,1440,45.6,1474.4,34.40000000000009
Furnishings,FUR-FU-10003192,750,800,9,5,6750,360.0,6840.0,90.0
Storage,OFF-ST-10001325,30,30,3,2,90,1.7999999999999998,88.2,-1.7999999999999972
Paper,OFF-PA-10000019,20,30,5,2,100,3.0,147.0,47.0
Binders,OFF-BI-10003429,10,10,5,5,50,2.5,47.5,-2.5
Paper,OFF-PA-10000176,70,80,5,3,350,12.0,388.0,38.0
Phones,TEC-PH-10004165,300,330,2,3,600,19.8,640.2,40.200000000000045
Storage,OFF-ST-10000352,60,70,3,3,180,6.300000000000001,203.7,23.69999999999999
Paper,OFF-PA-10000726,50,60,7,4,350,16.8,403.2,53.19999999999999
Phones,TEC-PH-10001536,50,50,3,2,150,3.0,147.0,-3.0
Paper,OFF-PA-10001790,80,100,2,5,160,10.0,190.0,30.0
Copiers,TEC-CO-10001766,1370,1440,4,3,5480,172.8,5587.2,107.19999999999982
Accessories,TEC-AC-10004396,30,40,3,5,90,6.0,114.0,24.0
Chairs,FUR-CH-10001708,460,560,5,4,2300,112.0,2688.0,388.0
Phones,TEC-PH-10001305,190,240,8,4,1520,76.8,1843.2,323.20000000000005
Furnishings,FUR-FU-10002885,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Paper,OFF-PA-10000726,50,50,7,5,350,17.5,332.5,-17.5
Fasteners,OFF-FA-10003112,30,30,4,2,120,2.4,117.6,-2.4000000000000057
Chairs,FUR-CH-10002372,50,60,1,2,50,1.2,58.8,8.799999999999997
Storage,OFF-ST-10000563,50,50,2,5,100,5.0,95.0,-5.0
Binders,OFF-BI-10003925,2260,2790,9,2,20340,502.2,24607.8,4267.799999999999
Storage,OFF-ST-10003306,890,1000,7,3,6230,210.0,6790.0,560.0
Furnishings,FUR-FU-10001475,60,70,3,4,180,8.399999999999999,201.6,21.599999999999994
Fasteners,OFF-FA-10003495,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Appliances,OFF-AP-10004708,70,80,2,3,140,4.8,155.2,15.199999999999989
Envelopes,OFF-EN-10001219,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Furnishings,FUR-FU-10000087,60,70,3,2,180,4.199999999999999,205.8,25.80000000000001
Envelopes,OFF-EN-10001539,50,60,8,2,400,9.6,470.4,70.39999999999998
Phones,TEC-PH-10004897,20,30,3,3,60,2.7,87.3,27.299999999999997
Phones,TEC-PH-10001300,110,130,6,5,660,39.0,741.0,81.0
Phones,TEC-PH-10001557,170,190,2,3,340,11.4,368.6,28.600000000000023
Storage,OFF-ST-10000617,20,20,7,2,140,2.8000000000000003,137.2,-2.8000000000000114
Labels,OFF-LA-10000121,60,60,9,4,540,21.599999999999998,518.4,-21.600000000000023
Furnishings,FUR-FU-10000087,60,70,4,4,240,11.2,268.8,28.80000000000001
Art,OFF-AR-10000422,10,10,7,3,70,2.1,67.9,-2.0999999999999943
Storage,OFF-ST-10004123,180,220,3,2,540,13.200000000000001,646.8,106.79999999999995
Bookcases,FUR-BO-10003660,60,70,1,4,60,2.8,67.2,7.200000000000003
